Aberdeen JC,"Rozier, Bob",1979,1979,DE,6' 3'',240,Anchorage,AK,USA,"Cordova (Sacramento, CA)"
University of Central Florida,"Lee, Charles",2000,2005,WR,6' 2'',203,Miami,FL,USA,Homestead (FL)
University of Central Florida,"Marshall, Brandon",2006,2010,WR,6' 4'',230,Pittsburg,,,
University of Central Florida,"Miranda, Paul",1999,2001,CB,5' 10'',178,Brooklyn,NY,USA,"Thomas County Central (Thomasville, GA)"
University of Central Florida,"Patterson, Elton",2004,2004,DE,6' 2'',271,Tallahassee,FL,USA,"Rickards (Tallahasse, FL)"
University of Central Florida,"Prater, Matt",2007,2010,K,5' 10'',180,Mayfield Heights,,,
University of Central Florida,"Prater, Matt",2007,2010,K,5' 10'',180,Mayfield Heights,,,
University of Central Florida,"Samuel, Asante",2003,2010,DB,5' 11'',185,Fort Lauderdale,,,"Boyd Anderson (Lauderdale Lake, FL)"
University of Central Florida,"Sitton, Josh",2008,2010,OT,6' 3'',317,Jacksonville,,,Pensacola Catholic HS (FL)
University of Central Florida,"Smith, Kevin",1992,1996,RB/TE,6' 4'',255,Bakersfield,CA,USA,"Skyline (Oakland, CA)"
University of Central Florida,"Spitulski, Bobby",1992,1994,LB,6' 3'',235,Toledo,OH,USA,"Bishop Moore (Orlando, FL)"
University of Central Florida,"Wilson, Ted",1987,1987,WR,5' 9'',170,Zephyr Hills,FL,USA,Zephyr Hills (FL)
University of Central Oklahoma,"Aska, Joe",1995,1997,RB,5' 11'',240,St. Croix,,,Putnam City (OK)
University of Central Oklahoma,"Barnard, Hap",1938,1938,E,6' 2'',190,Ovalo,TX,USA,Happy (TX)
University of Central Oklahoma,"Briggs, Bob",1965,1965,FB,6' 1'',228,Amarillo,TX,USA,"George Washington Carver (Amarillo, TX)"
University of Central Oklahoma,"Bristow, Obie",1925,1926,FB/HB/T,6' 2'',210,Ardmore,OK,USA,Pryor (OK)
University of Central Oklahoma,"Carr, Chetti",1987,1987,CB,5' 9'',185,Enid,OK,USA,Enid (OK)
University of Central Oklahoma,"Chatman, Cliff",1982,1982,FB,6' 2'',225,Clinton,OK,USA,Clinton (OK)
University of Central Oklahoma,"Hayes, Joe",1984,1984,WR,5' 9'',185,Dallas,TX,USA,"South Oak Cliff (Dallas, TX)"
University of Central Oklahoma,"Hayes, Ray",1961,1961,FB,6' 3'',225,Pawhuska,OK,USA,"Douglas (Oklahoma City, OK)"
University of Central Oklahoma,"Hooks, Jim",1973,1976,RB,5' 11'',225,Oklahoma City,OK,USA,"Jones (Oklahoma City, OK)"
University of Central Oklahoma,"Hughley, George",1965,1965,FB,6' 2'',223,Los Angeles,CA,USA,Santa Monica (CA)
University of Central Oklahoma,"Leggett, Scott",1987,1987,OG,6' 3'',285,Muskogee,OK,USA,Muskogee (OK)
University of Central Oklahoma,"Lockett, J.W.",1961,1964,DE/FB,6' 2'',229,Bardell,TX,USA,"Booker T. Washinhgton (Tulsa, OK)"
University of Central Oklahoma,"Preston, John",1987,1987,S,6' 0'',207,Dallas,TX,USA,"South Oak Cliff (Dallas, TX)"
University of Central Oklahoma,"Ross, Alvin",1987,1987,RB,5' 11'',235,Chicago,IL,USA,"West (Aurora, IL)"
University of Central Oklahoma,"Springer, Hal",1945,1945,E,6' 3'',215,Albuquerque,NM,USA,
University of Central Oklahoma,"Sterling, John",1987,1987,RB,6' 1'',197,Altus,OK,USA,Altus (OK)
University of Central Oklahoma,"Traylor, Keith",1991,2007,DT,6' 2'',318,Little Rock,AR,USA,Malvern (AR)
University of Central Oklahoma,"Ware, Derek",1992,1996,RB/TE,6' 2'',255,Sacramento,CA,USA,"Christian Brothers (Sacramento, CA)"
University of Central Oklahoma,"Williams, Bobby",1966,1971,CB,6' 1'',195,Giger,AL,USA,Lincoln (NE)
University of Cincinnati,"Adams, Blue",2003,2007,DB,5' 10'',184,Miami,FL,USA,Miami (FL)
University of Cincinnati,"Bachman, Jay",1968,1971,C/OG/OT,6' 3'',250,Hamilton,OH,USA,"Ross (Hamilton, OH)"
University of Cincinnati,"Bailey, Bill",1967,1969,FB/RB,6' 0'',211,Hamilton,OH,USA,"Withrow (Cincinnati, OH)"
University of Cincinnati,"Bell, Bob",1971,1978,DE/DT,6' 4'',252,Philadelphia,PA,USA,"West (Philadelphia, PA)/Bordenton (NJ) Military Institute"
University of Cincinnati,"Blake, Tom",1949,1949,T,6' 2'',221,Bushton,IL,USA,Middletown (OH)
University of Cincinnati,"Booker, Vaughn",1994,2002,DE/DT,6' 5'',299,Cincinnati,OH,USA,"Taft (Cincinnati, OH)"
University of Cincinnati,"Borgella, Jocelyn",1994,1996,CB,5' 10'',182,Nassau,,,"Edison (Miami, FL)"
University of Cincinnati,"Bowie, John",2007,2009,DB,5' 11'',190,Columbus,OH,USA,
University of Cincinnati,"Byers, Ken",1962,1965,DE/G/OG,6' 1'',240,Logan,OH,USA,"Linden-McKinley (Columbus, OH)"
University of Cincinnati,"Capuzzi, Jim",1955,1956,HB/QB,6' 0'',190,Niles,OH,USA,"McKinley (Niles, OH)"
University of Cincinnati,"Carreker, Vince",1987,1987,CB/S,6' 0'',183,Columbus,OH,USA,"Marion-Franklin (Columbus, OH)"
University of Cincinnati,"Catchings, Toney",1987,1987,LB,6' 3'',236,Jackson,MS,USA,"Crystal Springs (Jackson, MS)"
University of Cincinnati,"Celek, Brent",2007,2010,TE,6' 4'',255,Cincinnati,,,
University of Cincinnati,"Chatman, Antonio",2003,2008,WR,5' 8'',177,Jackson,AL,USA,"Dorsey (Los Angeles, CA)"
University of Cincinnati,"Cobb, Bob",1981,1984,DE,6' 4'',248,Cincinnati,OH,USA,"Aiken (Cincinnati, OH)"
University of Cincinnati,"Cole, Trent",2005,2010,LB,6' 2'',236,Xenia,,,Xenia (OH)
University of Cincinnati,"Connell, Mike",1978,1981,P,6' 1'',200,Sharon,PA,USA,Sharon (PA)
University of Cincinnati,"Cook, Greg",1969,1973,QB,6' 3'',214,Dayton,OH,USA,Chillicothe (OH)
University of Cincinnati,"Crangle, Mike",1972,1972,DE,6' 4'',243,Akron,OH,USA,"Central (Akron, OH)"
University of Cincinnati,"Davis, Mike",1994,1995,CB,6' 1'',192,Springfield,OH,USA,"North (Springfield, OH)"
University of Cincinnati,"Dingle, Nate",1995,1997,LB,6' 3'',254,Wells,ME,USA,Wells (ME)
University of Cincinnati,"Dixon, Ronnie",1993,1998,DT/NT,6' 3'',315,Clinton,NC,USA,Clinton (NC)
University of Cincinnati,"Dougherty, Bob",1957,1963,LB,6' 0'',238,Bellevue,KY,USA,Bellevue (KY)
University of Cincinnati,"Enzor, Jamar",2005,2005,LB,6' 1'',238,Tallahassee,FL,USA,Havana Northside (FL)
University of Cincinnati,"Evans, Troy",2002,2009,LB,6' 3'',243,Bay City,MI,USA,"Lakota (Cincinnati, OH)"
University of Cincinnati,"Fabini, Jason",1998,2008,OT,6' 7'',309,Fort Wayne,IN,USA,"Bishop Dwenger (Fort Wayne, IN)"
University of Cincinnati,"Feldhaus, Bill",1937,1940,G/T,6' 0'',225,Cincinnati,OH,USA,"Hughes (Cincinnati, OH)"
University of Cincinnati,"Forrest, Tom",1974,1974,G,6' 2'',255,Washington,DC,USA,"DeMartha Catholic (Hyattsville, MD)"
University of Cincinnati,"Frazier, Andre",2005,2009,LB,6' 5'',234,Cincinnati,OH,USA,Hughes (OH)
University of Cincinnati,"Gaines, Wentford",1978,1980,CB,6' 0'',185,Anderson,SC,USA,"Westside (Anderson, SC)"
University of Cincinnati,"Garnes, Sam",1997,2003,S,6' 3'',225,Bronx,NY,USA,"DeWitt Clinton (Bronx, NY)"
University of Cincinnati,"Gibson, Antonio",1986,1992,S,6' 3'',204,Jackson,MS,USA,"Murrah (Jackson, MS)"
University of Cincinnati,"Glover, Lavar",2002,2002,CB,5' 10'',179,Dayton,OH,USA,"Jefferson (Dayton, OH)"
University of Cincinnati,"Goodman, Don",1987,1987,RB,5' 11'',214,Los Angeles,CA,USA,"Crenshaw (Los Angeles, CA)"
University of Cincinnati,"Gordon, Alex",1987,1993,LB,6' 5'',246,Jacksonville,FL,USA,"Englewood (Jacksonville, FL)"
University of Cincinnati,"Gossage, Gene",1960,1962,DE/DT/OG/OT,6' 4'',239,Columbia,TN,USA,Wadsworth (OH)
University of Cincinnati,"Graham, Mike",1948,1948,B,6' 0'',198,Warren,OH,USA,"Harding (Warren, OH)"
University of Cincinnati,"Hagler, Tyjaun",2006,2010,LB,6' 0'',236,Kankakee,,,
University of Cincinnati,"Harrison, Reggie",1974,1977,RB,5' 11'',218,Somerville,NJ,USA,"Washington-Lee (Arlington, VA)"
University of Cincinnati,"Harvin, Allen",1987,1987,RB,5' 9'',200,Philadelphia,PA,USA,Willingboro (NJ)
University of Cincinnati,"Hawkins, Artrell",1998,2006,DB,5' 10'',190,Johnstown,PA,USA,"Bishop McCort (Johnstown, PA)"
University of Cincinnati,"Hewitt, Chris",1997,1999,DB/S,6' 0'',210,Kingston,,,"Dwight Morrow (Englewood, NJ)"
University of Cincinnati,"Holly, Daven",2005,2007,DB,5' 10'',192,McKeesport,PA,USA,Clairton (PA)
University of Cincinnati,"Isom, Jasen",2003,2004,FB,6' 1'',243,Wheatley Heights,NY,USA,"Half Hollow Hills (Wheatley Heights, NY)"
University of Cincinnati,"Jackson, Brad",1999,2002,LB,6' 0'',230,Canton,OH,USA,"Firestone (Akron, OH)"
University of Cincinnati,"Jamison, George",1987,1998,LB,6' 1'',226,Bridgeton,NJ,USA,Bridgeton (NJ)
University of Cincinnati,"Jenkins, Mel",1987,1993,CB,5' 10'',170,Jackson,MS,USA,"Wingfield (Jackson, MS)"
University of Cincinnati,"Johnson, Al",1972,1978,RB/S,6' 0'',200,Baltimore,MD,USA,"Douglas (Baltimore, MD)"
University of Cincinnati,"Johnson, Gene",1959,1961,DB/DHB/S,6' 0'',187,Clay,WV,USA,Charleston (WV)/Greenbriar Military Academy
University of Cincinnati,"Jolitz, Evan",1974,1974,LB,6' 2'',225,Lincoln,NE,USA,Memorial (St. Mary's OH)
University of Cincinnati,"Karlis, Rich",1982,1990,K,6' 0'',180,Salem,OH,USA,Salem (OH)
University of Cincinnati,"Kostelnik, Ron",1961,1969,DT,6' 4'',260,Colver,PA,USA,"Central Cambria (Edensburg, PA)"
University of Cincinnati,"Kovac, Ed",1960,1962,DB/OHB,6' 0'',198,McKeesport,PA,USA,
University of Cincinnati,"Kurnick, Howie",1979,1979,LB,6' 2'',219,Cleveland,OH,USA,"South (Willoughby, OH)"
University of Cincinnati,"Ladd, Anthony",1998,1998,WR,6' 1'',193,Homestead,FL,USA,Homestead (FL)
University of Cincinnati,"Lathan, Greg",1987,1987,WR,6' 1'',195,San Diego,CA,USA,"Monte Vista (Cupertino, CA)"
University of Cincinnati,"Lee, Jacky",1960,1969,QB,6' 1'',186,Minneapolis,MN,USA,"Ellet (Akron, OH)"
University of Cincinnati,"Leo, Jim",1960,1962,DE/LB,6' 1'',222,Niagara Falls,NY,USA,"Bishop Duffy (Niagara Falls, NY)"
University of Cincinnati,"Marvaso, Tommy",1976,1977,CB/S,6' 1'',191,Washington,DC,USA,Washington (DC)
University of Cincinnati,"Messner, Max",1960,1965,LB,6' 3'',225,Ashland,OH,USA,Ashland (OH)
University of Cincinnati,"Monds, Mario",2001,2004,DT,6' 2'',342,Pierce,FL,USA,Westwood (FL)
University of Cincinnati,"Monroe, Rod",1999,2001,HBK/TE,6' 5'',254,Hearne,TX,USA,Hearne (TX)
University of Cincinnati,"Morrison, Joe",1959,1972,DHB/FB/FL/HB/OHB/RB,6' 1'',210,Lima,OH,USA,"South (Lima, OH)"
University of Cincinnati,"Nakamura, Haruki",2008,2010,DB,5' 10'',205,Elyria,,,"St. Edward HS (Lakewood, OH)"
University of Cincinnati,"Nelson, Al",1965,1973,CB,5' 11'',185,Cincinnati,OH,USA,"Taft (Cincinnati, OH)"
University of Cincinnati,"Nickel, Elbie",1947,1957,E/OE,6' 1'',196,Fullerton,KY,USA,
University of Cincinnati,"Niehoff, Rob",1987,1987,S,6' 2'',205,Cincinnati,OH,USA,"Roger Bacon (Cincinnati, OH)"
University of Cincinnati,"Nolting, Ray",1936,1943,HB/QB,5' 12'',185,Cincinnati,OH,USA,"Hughes (Cincinnati, OH)"
University of Cincinnati,"Norton, Zach",2005,2005,DB,5' 11'',183,Fort Lauderdale,FL,USA,Jefferson County (FL)
University of Cincinnati,"O'brien, Jim",1970,1973,K/WR,6' 0'',195,El Paso,TX,USA,"Aiken (Cincinnati, OH)"
University of Cincinnati,"Owens, Brig",1966,1977,S,5' 11'',190,Linden,TX,USA,Compton (CA)
University of Cincinnati,"Pate, Loyd",1970,1970,RB,6' 2'',205,Columbus,OH,USA,"South (Columbus, OH)"
University of Cincinnati,"Peek, Antwan",2003,2007,LB,6' 3'',246,Cincinnati,OH,USA,"Woodward (Cincinnati, OH)"
University of Cincinnati,"Perrotti, Mike",1948,1949,T,6' 3'',245,Cleveland,OH,USA,"Collinwood (Cleveland, OH)"
University of Cincinnati,"Phillips, Rod",1975,1980,RB/TE,6' 0'',220,Meridian,MS,USA,"Harper (Mendenhall, MS)"
University of Cincinnati,"Plummer, Chad",1999,2000,WR,6' 3'',223,Delray Beach,FL,USA,"Godby (Tallahassee, FL)"
University of Cincinnati,"Prisby, Errol",1967,1967,DB,5' 10'',184,Ravenna,OH,USA,"Roosevelt (Kent, OH)"
University of Cincinnati,"Rains, Dan",1982,1986,LB,6' 1'',222,Rochester,PA,USA,Hopewell (PA)
University of Cincinnati,"Ransom, Derrick",1998,2004,DE/DT,6' 3'',307,Indianapolis,IN,USA,"Lawrence Central (Indianapolis, IN)"
University of Cincinnati,"Sanders, Clarence",1978,1980,LB,6' 4'',229,Montgomery,AL,USA,"George Washington Carver (Montgomery, AL)"
University of Cincinnati,"Sileo, Dan",1987,1987,NT,6' 2'',282,Stamford,CT,USA,"Catholic (Stamford, CT)"
University of Cincinnati,"Skorich, Nick",1946,1948,G,5' 9'',197,Bellaire,OH,USA,Bellaire (OH)
University of Cincinnati,"Smyth, Bill",1947,1950,E/T,6' 3'',243,Batavia,OH,USA,"Roger Bacon (St. Bernard, OH)"
University of Cincinnati,"Sweeney, Jake",1944,1944,T,6' 3'',240,Cincinnati,OH,USA,
University of Cincinnati,"Tate, Robert",1997,2006,DB,5' 10'',189,Harrisburg,PA,USA,"John Harris (Harrisburg, PA)"
University of Cincinnati,"Taylor, Jessie",1972,1972,RB,6' 0'',200,Pittsburgh,PA,USA,"Kiski Area (Vandegrift, PA)"
University of Cincinnati,"Thornton, John",1991,1991,DL,6' 3'',303,Flint,MI,USA,"Beecher (Flint, MI)"
University of Cincinnati,"Turner, Clem",1969,1972,FB/RB,6' 1'',238,Cincinnati,OH,USA,"Woodward (Cincinnati, OH)"
University of Cincinnati,"West, Jeff",1975,1985,P/TE,6' 3'',214,Wheeling,VA,USA,Ravenna (OH)
University of Cincinnati,"Woods, Mike",1979,1981,LB,6' 2'',233,Cleveland,OH,USA,"Benedictine (Cleveland, OH)"
University of Cincinnati,"Wright, Mike",2005,2010,DT,6' 4'',295,Cincinnati,,,Purcell Marian (OH)
University of Colorado,"Anderson, Bobby",1970,1975,FB/HB/RB,6' 0'',208,Midland,MI,USA,Boulder (CO)
University of Colorado,"Anderson, Dick",1968,1977,P/S,6' 2'',198,Midland,MI,USA,Boulder (CO)
University of Colorado,"Archer, Troy",1976,1978,DT,6' 4'',250,Glendale,CA,USA,"California (Whittier, CA)"
University of Colorado,"Ashworth, Thomas",2005,2007,OT,6' 6'',305,Denver,CO,USA,Cherry Creek (CO)
University of Colorado,"Ashworth, Tom",2002,2004,G/OT/T/TE,6' 6'',302,Denver,CO,USA,"Cherry Creek (Englewood, CO)"
University of Colorado,"Bain, Bill",1975,1986,OG/OT,6' 4'',270,Los Angeles,CA,USA,"St. Paul (Santa Fe Springs, CA)"
University of Colorado,"Banks, Estes",1967,1968,FB/RB,6' 1'',210,Los Angeles,CA,USA,"Washington (Los Angeles, CA)"
University of Colorado,"Bannan, Justin",2002,2010,DT,6' 3'',302,Fair Oaks,,,"Bella Vista (Fair Oaks, CA)"
University of Colorado,"Barber, Kantroy",1999,1999,RB,6' 0'',243,Miami,FL,USA,"Carol City (Miami, FL)"
University of Colorado,"Barnes, Marlon",2000,2000,RB,5' 9'',215,Memphis,TN,USA,"Central (Millington, TN)"
University of Colorado,"Barnes, Rashidi",2000,2000,S,5' 11'',205,Berkeley,CA,USA,Berkeley (CA)
University of Colorado,"Bedell, Brad",2000,2006,OG/OT,6' 4'',299,Arcadia,CA,USA,Arcadia (CA)
University of Colorado,"Berger, Mitch",1994,2009,P,6' 4'',220,Kamloops,,B.C.,"North Delta (Vancouver, B.C.)"
University of Colorado,"Bernardi, Frank",1955,1960,CB/DHB/OHB,5' 9'',181,Highland Park,IL,USA,"Austin HS (Chicago, IL)"
University of Colorado,"Biekert, Greg",1993,2003,LB,6' 2'',247,Iowa City,IA,USA,Longmont (CO)
University of Colorado,"Bieniemy, Eric",1991,1999,RB,5' 7'',205,New Orleans,LA,USA,"Bishop Amat (La Puente, CA)"
University of Colorado,"Bosch, Frank",1968,1970,DE/DT,6' 4'',246,Bremerton,WA,USA,Boise (ID)
University of Colorado,"Bradford, Ronnie",1993,2002,CB/S,5' 10'',195,Minot,ND,USA,"Adams City (Commerce City, CO)"
University of Colorado,"Branch, Cliff",1972,1985,WR,5' 11'',170,Houston,TX,USA,"E.E. Worthing (Houston, TX)"
University of Colorado,"Brayton, Tyler",2003,2010,DE,6' 6'',277,Richland,,,Pasco (WA)
University of Colorado,"Briggs, Paul",1948,1948,T,6' 4'',246,Providence,RI,USA,Grand Junction (CO)
University of Colorado,"Brock, Pete",1976,1987,C/OG/OT/T,6' 5'',270,Portland,OR,USA,"Jesuit (Beaverton, OR)"
University of Colorado,"Brock, Stan",1980,1995,OT,6' 6'',290,Portland,OR,USA,"Jesuit (Beaverton, OR)"
University of Colorado,"Brock, Willie",1978,1978,C,6' 3'',246,Vancouver,WA,USA,"Jesuit (Beaverton, OR)"
University of Colorado,"Brookshier, Tom",1953,1961,CB/DB/DHB,6' 0'',196,Roswell,NM,USA,Roswell (NM)
University of Colorado,"Brown, Chad",1993,2007,LB,6' 2'',242,Altadena,CA,USA,"John Muir (Altadena, CA)"
University of Colorado,"Brown, Chris",2003,2007,RB,6' 3'',220,Winfield,IL,USA,Naperville (IL)
University of Colorado,"Brown, Ron",1987,1987,WR,5' 10'',186,Long Island,NY,USA,"John Muir (Pasadena, CA)"
University of Colorado,"Brundige, Bill",1970,1977,DE/DT,6' 5'',270,Holyoke,CO,USA,Haxtun (CO)
University of Colorado,"Brunson, Larry",1974,1980,WR,5' 11'',180,Little Rock,AR,USA,Cortez (CO)
University of Colorado,"Bryant, Cullen",1973,1987,CB/FB/HB/RB/S,6' 1'',230,Fort Sill,OK,USA,"Mitchell (Colorado Springs, CO)"
University of Colorado,"Cabral, Brian",1979,1986,LB,6' 1'',232,Fort Benning,GA,USA,"St. Louis (Honolulu, HI)"
University of Colorado,"Cain, J.v.",1974,1977,TE/WR,6' 4'',224,Houston,TX,USA,"Booker T. Washington (Houston, TX)"
University of Colorado,"Campbell, Gary",1977,1983,LB,6' 1'',219,Honolulu,HI,USA,"St. Louis (Honolulu, HI)"
University of Colorado,"Campbell, Jeff",1990,1994,WR,5' 8'',169,Denver,CO,USA,"Battle Mountain (Minturn, CO)"
University of Colorado,"Caranci, Roland",1944,1944,T,6' 2'',214,Marshall,CO,USA,Boulder (CO)
University of Colorado,"Carruth, Rae",1997,1999,WR,5' 11'',194,Sacramento,CA,USA,"Valley (Sacramento, CA)"
University of Colorado,"Chiaverini, Darrin",1999,2002,WR,6' 2'',208,Orange County,CA,USA,Corona (CA)
University of Colorado,"Clarke, Frank",1957,1967,FL/OE/TE/WB,6' 0'',211,Beloit,WI,USA,Beloit (WI)
University of Colorado,"Clavelle, Shannon",1995,1997,DE,6' 2'',283,Lafayette,LA,USA,"O. Perry Walker (New Orleans, LA)"
University of Colorado,"Clay, Walt",1946,1949,B/HB/QB,5' 10'',196,Erie,CO,USA,Longmont (CO)
University of Colorado,"Cooney, Mark",1974,1974,LB,6' 4'',230,Denver,CO,USA,"St. Anthony (San Antonio, TX)"
University of Colorado,"Coyle, Eric",1987,1987,C,6' 3'',260,Longmont,CO,USA,Longmont (CO)
University of Colorado,"Crabb, Claude",1962,1968,CB/DB/S,6' 0'',193,Carmel,CA,USA,Monterey (CA)
University of Colorado,"Crosby, Mason",2007,2010,K,6' 1'',212,Lubbock,,,
University of Colorado,"Cunningham, T.J.",1996,1996,S,6' 0'',191,Aurora,CO,USA,"Overland (Aurora, CO)"
University of Colorado,"Davis, Charlie",1974,1976,RB,5' 11'',200,West Columbia,TX,USA,"Columbia (West Columbia, TX)"
University of Colorado,"Davis, Mike",1978,1987,S,6' 3'',200,Los Angeles,CA,USA,"Alvin Leroy Locke (Los Angeles, CA)"
University of Colorado,"Denvir, John",1962,1962,OG,6' 4'',245,Connellsville,PA,USA,"Immaculate Conception (Connellsville, PA)"
University of Colorado,"Detmer, Koy",1998,2006,QB,6' 1'',192,San Antonio,TX,USA,"Mission (San Antonio, TX)"
University of Colorado,"DeVree, Tyson",2008,2008,TE,6' 5'',245,Hudsonville,MI,USA,Hudsonville HS (MI)
University of Colorado,"Dizon, Jordon",2008,2009,LB,6' 0'',229,Koloa,HI,USA,Waimea HS (HI)
University of Colorado,"Donaldson, Jeff",1984,1993,CB/S,6' 0'',194,Fort Collins,CO,USA,Fort Collins (CO)
University of Colorado,"Dove, Eddie",1959,1963,DB/DHB/S,6' 2'',181,Hygiene,CO,USA,Loveland (CO)
University of Colorado,"Dowler, Boyd",1959,1971,FL/OE/P/WR,6' 5'',224,Rock Springs,WY,USA,Cheyenne (WY)
University of Colorado,"Embree, Jon",1987,1988,TE,6' 2'',230,Los Angeles,CA,USA,"Cherry Creek (Engelwood, CO)"
University of Colorado,"Engel, Steve",1970,1970,RB,6' 1'',218,Englewood,CO,USA,Engelwood (CO)
University of Colorado,"English, Keith",1990,1990,P,6' 3'',220,Denver,CO,USA,"West (Greeley, CO)"
University of Colorado,"Fairband, Bill",1967,1968,LB,6' 4'',225,Los Gatos,CA,USA,Los Gatos (CA)
University of Colorado,"Fairbanks, Don",1987,1987,DE,6' 3'',253,Lakewood,CO,USA,"Alameda (Lakewood, CO)"
University of Colorado,"Fauria, Christian",1995,2007,TE,6' 4'',247,Northridge,CA,USA,"Crespi Carmelite (Encino, CA)"
University of Colorado,"Figner, George",1953,1953,HB,6' 0'',185,Dayton,OH,USA,"Centennial (Pueblo, CO)"
University of Colorado,"Figures, Deon",1993,1998,CB,6' 0'',200,Bellflower,CA,USA,"Skyline (Oakland, CA)"
