school,year,conference
Virginia Military Institute,1975,southern
Virginia Military Institute,1976,southern
Virginia Military Institute,1977,southern
Virginia Military Institute,1978,southern
Virginia Military Institute,1979,southern
Virginia Military Institute,1980,southern
Virginia Military Institute,1981,southern
Virginia Military Institute,1982,none
Virginia Military Institute,1983,none
Virginia Military Institute,1984,none
Virginia Military Institute,1985,none
Virginia Military Institute,1986,none
Virginia Military Institute,1987,none
Virginia Military Institute,1988,none
Virginia Military Institute,1989,none
Virginia Military Institute,1990,none
Virginia Military Institute,1991,none
Virginia Military Institute,1992,none
Virginia Military Institute,1993,none
Virginia Military Institute,1994,none
Virginia Military Institute,1995,none
Virginia Military Institute,1996,none
Virginia Military Institute,1997,none
Virginia Military Institute,1998,none
Virginia Military Institute,1999,none
Virginia Military Institute,2000,none
Virginia Military Institute,2001,none
Virginia Military Institute,2002,none
Virginia Military Institute,2003,none
Virginia Military Institute,2004,none
Virginia Military Institute,2005,none
Virginia Military Institute,2006,none
Virginia Military Institute,2007,none
Virginia Military Institute,2008,none
Virginia Military Institute,2009,none
Virginia Military Institute,2010,none
Virginia Military Institute,2011,none
Virginia Military Institute,2012,none
Virginia Military Institute,2013,none
Virginia Military Institute,2014,none
Virginia Military Institute,2015,none
Virginia Tech,1965,independent
Virginia Tech,1966,independent
Virginia Tech,1967,independent
Virginia Tech,1968,independent
Virginia Tech,1969,independent
Virginia Tech,1970,independent
Virginia Tech,1971,independent
Virginia Tech,1972,independent
Virginia Tech,1973,independent
Virginia Tech,1974,independent
Virginia Tech,1975,independent
Virginia Tech,1976,independent
Virginia Tech,1977,independent
Virginia Tech,1978,independent
Virginia Tech,1979,independent
Virginia Tech,1980,independent
Virginia Tech,1981,independent
Virginia Tech,1982,independent
Virginia Tech,1983,independent
Virginia Tech,1984,independent
Virginia Tech,1985,independent
Virginia Tech,1986,independent
Virginia Tech,1987,independent
Virginia Tech,1988,independent
Virginia Tech,1989,independent
Virginia Tech,1990,independent
Virginia Tech,1991,big-east
Virginia Tech,1992,big-east
Virginia Tech,1993,big-east
Virginia Tech,1994,big-east
Virginia Tech,1995,big-east
Virginia Tech,1996,big-east
Virginia Tech,1997,big-east
Virginia Tech,1998,big-east
Virginia Tech,1999,big-east
Virginia Tech,2000,big-east
Virginia Tech,2001,big-east
Virginia Tech,2002,big-east
Virginia Tech,2003,big-east
Virginia Tech,2004,acc
Virginia Tech,2005,acc
Virginia Tech,2006,acc
Virginia Tech,2007,acc
Virginia Tech,2008,acc
Virginia Tech,2009,acc
Virginia Tech,2010,acc
Virginia Tech,2011,acc
Virginia Tech,2012,acc
Virginia Tech,2013,acc
Virginia Tech,2014,acc
Virginia Tech,2015,acc
Wake Forest,1965,acc
Wake Forest,1966,acc
Wake Forest,1967,acc
Wake Forest,1968,acc
Wake Forest,1969,acc
Wake Forest,1970,acc
Wake Forest,1971,acc
Wake Forest,1972,acc
Wake Forest,1973,acc
Wake Forest,1974,acc
Wake Forest,1975,acc
Wake Forest,1976,acc
Wake Forest,1977,acc
Wake Forest,1978,acc
Wake Forest,1979,acc
Wake Forest,1980,acc
Wake Forest,1981,acc
Wake Forest,1982,acc
Wake Forest,1983,acc
Wake Forest,1984,acc
Wake Forest,1985,acc
Wake Forest,1986,acc
Wake Forest,1987,acc
Wake Forest,1988,acc
Wake Forest,1989,acc
Wake Forest,1990,acc
Wake Forest,1991,acc
Wake Forest,1992,acc
Wake Forest,1993,acc
Wake Forest,1994,acc
Wake Forest,1995,acc
Wake Forest,1996,acc
Wake Forest,1997,acc
Wake Forest,1998,acc
Wake Forest,1999,acc
Wake Forest,2000,acc
Wake Forest,2001,acc
Wake Forest,2002,acc
Wake Forest,2003,acc
Wake Forest,2004,acc
Wake Forest,2005,acc
Wake Forest,2006,acc
Wake Forest,2007,acc
Wake Forest,2008,acc
Wake Forest,2009,acc
Wake Forest,2010,acc
Wake Forest,2011,acc
Wake Forest,2012,acc
Wake Forest,2013,acc
Wake Forest,2014,acc
Wake Forest,2015,acc
Washington,1965,pac-12
Washington,1966,pac-12
Washington,1967,pac-12
Washington,1968,pac-12
Washington,1969,pac-12
Washington,1970,pac-12
Washington,1971,pac-12
Washington,1972,pac-12
Washington,1973,pac-12
Washington,1974,pac-12
Washington,1975,pac-12
Washington,1976,pac-12
Washington,1977,pac-12
Washington,1978,pac-12
Washington,1979,pac-12
Washington,1980,pac-12
Washington,1981,pac-12
Washington,1982,pac-12
Washington,1983,pac-12
Washington,1984,pac-12
Washington,1985,pac-12
Washington,1986,pac-12
Washington,1987,pac-12
Washington,1988,pac-12
Washington,1989,pac-12
Washington,1990,pac-12
Washington,1991,pac-12
Washington,1992,pac-12
Washington,1993,pac-12
Washington,1994,pac-12
Washington,1995,pac-12
Washington,1996,pac-12
Washington,1997,pac-12
Washington,1998,pac-12
Washington,1999,pac-12
Washington,2000,pac-12
Washington,2001,pac-12
Washington,2002,pac-12
Washington,2003,pac-12
Washington,2004,pac-12
Washington,2005,pac-12
Washington,2006,pac-12
Washington,2007,pac-12
Washington,2008,pac-12
Washington,2009,pac-12
Washington,2010,pac-12
Washington,2011,pac-12
Washington,2012,pac-12
Washington,2013,pac-12
Washington,2014,pac-12
Washington,2015,pac-12
Washington State,1965,pac-12
Washington State,1966,pac-12
Washington State,1967,pac-12
Washington State,1968,pac-12
Washington State,1969,pac-12
Washington State,1970,pac-12
Washington State,1971,pac-12
Washington State,1972,pac-12
Washington State,1973,pac-12
Washington State,1974,pac-12
Washington State,1975,pac-12
Washington State,1976,pac-12
Washington State,1977,pac-12
Washington State,1978,pac-12
Washington State,1979,pac-12
Washington State,1980,pac-12
Washington State,1981,pac-12
Washington State,1982,pac-12
Washington State,1983,pac-12
Washington State,1984,pac-12
Washington State,1985,pac-12
Washington State,1986,pac-12
Washington State,1987,pac-12
Washington State,1988,pac-12
Washington State,1989,pac-12
Washington State,1990,pac-12
Washington State,1991,pac-12
Washington State,1992,pac-12
Washington State,1993,pac-12
Washington State,1994,pac-12
Washington State,1995,pac-12
Washington State,1996,pac-12
Washington State,1997,pac-12
Washington State,1998,pac-12
Washington State,1999,pac-12
Washington State,2000,pac-12
Washington State,2001,pac-12
Washington State,2002,pac-12
Washington State,2003,pac-12
Washington State,2004,pac-12
Washington State,2005,pac-12
Washington State,2006,pac-12
Washington State,2007,pac-12
Washington State,2008,pac-12
Washington State,2009,pac-12
Washington State,2010,pac-12
Washington State,2011,pac-12
Washington State,2012,pac-12
Washington State,2013,pac-12
Washington State,2014,pac-12
Washington State,2015,pac-12
West Texas A&M,1965,independent
West Texas A&M,1966,independent
West Texas A&M,1967,independent
West Texas A&M,1968,independent
West Texas A&M,1969,independent
West Texas A&M,1970,independent
West Texas A&M,1971,mvc
West Texas A&M,1972,mvc
West Texas A&M,1973,mvc
West Texas A&M,1974,mvc
West Texas A&M,1975,mvc
West Texas A&M,1976,mvc
West Texas A&M,1977,mvc
West Texas A&M,1978,mvc
West Texas A&M,1979,mvc
West Texas A&M,1980,mvc
West Texas A&M,1981,mvc
West Texas A&M,1982,mvc
West Texas A&M,1983,mvc
West Texas A&M,1984,mvc
West Texas A&M,1985,mvc
West Texas A&M,1986,none
West Texas A&M,1987,none
West Texas A&M,1988,none
West Texas A&M,1989,none
West Texas A&M,1990,none
West Texas A&M,1991,none
West Texas A&M,1992,none
West Texas A&M,1993,none
West Texas A&M,1994,none
West Texas A&M,1995,none
West Texas A&M,1996,none
West Texas A&M,1997,none
West Texas A&M,1998,none
West Texas A&M,1999,none
West Texas A&M,2000,none
West Texas A&M,2001,none
West Texas A&M,2002,none
West Texas A&M,2003,none
West Texas A&M,2004,none
West Texas A&M,2005,none
West Texas A&M,2006,none
West Texas A&M,2007,none
West Texas A&M,2008,none
West Texas A&M,2009,none
West Texas A&M,2010,none
West Texas A&M,2011,none
West Texas A&M,2012,none
West Texas A&M,2013,none
West Texas A&M,2014,none
West Texas A&M,2015,none
West Virginia,1965,southern
West Virginia,1966,southern
West Virginia,1967,southern
West Virginia,1968,southern
West Virginia,1969,independent
West Virginia,1970,independent
West Virginia,1971,independent
West Virginia,1972,independent
West Virginia,1973,independent
West Virginia,1974,independent
West Virginia,1975,independent
West Virginia,1976,independent
West Virginia,1977,independent
West Virginia,1978,independent
West Virginia,1979,independent
West Virginia,1980,independent
West Virginia,1981,independent
West Virginia,1982,independent
West Virginia,1983,independent
West Virginia,1984,independent
West Virginia,1985,independent
West Virginia,1986,independent
West Virginia,1987,independent
West Virginia,1988,independent
West Virginia,1989,independent
West Virginia,1990,independent
West Virginia,1991,big-east
West Virginia,1992,big-east
West Virginia,1993,big-east
West Virginia,1994,big-east
West Virginia,1995,big-east
West Virginia,1996,big-east
West Virginia,1997,big-east
West Virginia,1998,big-east
West Virginia,1999,big-east
West Virginia,2000,big-east
West Virginia,2001,big-east
West Virginia,2002,big-east
West Virginia,2003,big-east
West Virginia,2004,big-east
West Virginia,2005,big-east
West Virginia,2006,big-east
West Virginia,2007,big-east
West Virginia,2008,big-east
West Virginia,2009,big-east
West Virginia,2010,big-east
West Virginia,2011,big-east
West Virginia,2012,big-12
West Virginia,2013,big-12
West Virginia,2014,big-12
West Virginia,2015,big-12
Western Carolina,1965,none
Western Carolina,1966,none
Western Carolina,1967,none
Western Carolina,1968,none
Western Carolina,1969,none
Western Carolina,1970,none
Western Carolina,1971,none
Western Carolina,1972,none
Western Carolina,1973,none
Western Carolina,1974,none
Western Carolina,1975,none
Western Carolina,1976,none
Western Carolina,1977,southern
Western Carolina,1978,southern
Western Carolina,1979,southern
Western Carolina,1980,southern
Western Carolina,1981,southern
Western Carolina,1982,none
Western Carolina,1983,none
Western Carolina,1984,none
Western Carolina,1985,none
Western Carolina,1986,none
Western Carolina,1987,none
Western Carolina,1988,none
Western Carolina,1989,none
Western Carolina,1990,none
Western Carolina,1991,none
Western Carolina,1992,none
Western Carolina,1993,none
Western Carolina,1994,none
Western Carolina,1995,none
Western Carolina,1996,none
Western Carolina,1997,none
Western Carolina,1998,none
Western Carolina,1999,none
Western Carolina,2000,none
Western Carolina,2001,none
Western Carolina,2002,none
Western Carolina,2003,none
Western Carolina,2004,none
Western Carolina,2005,none
Western Carolina,2006,none
Western Carolina,2007,none
Western Carolina,2008,none
Western Carolina,2009,none
Western Carolina,2010,none
Western Carolina,2011,none
Western Carolina,2012,none
Western Carolina,2013,none
Western Carolina,2014,none
Western Carolina,2015,none
Western Kentucky,1965,none
Western Kentucky,1966,none
Western Kentucky,1967,none
Western Kentucky,1968,none
Western Kentucky,1969,none
Western Kentucky,1970,none
Western Kentucky,1971,none
Western Kentucky,1972,none
Western Kentucky,1973,none
Western Kentucky,1974,none
Western Kentucky,1975,none
Western Kentucky,1976,none
Western Kentucky,1977,none
Western Kentucky,1978,none
Western Kentucky,1979,none
Western Kentucky,1980,none
Western Kentucky,1981,none
Western Kentucky,1982,none
Western Kentucky,1983,none
Western Kentucky,1984,none
Western Kentucky,1985,none
Western Kentucky,1986,none
Western Kentucky,1987,none
Western Kentucky,1988,none
Western Kentucky,1989,none
Western Kentucky,1990,none
Western Kentucky,1991,none
Western Kentucky,1992,none
Western Kentucky,1993,none
Western Kentucky,1994,none
Western Kentucky,1995,none
Western Kentucky,1996,none
Western Kentucky,1997,none
Western Kentucky,1998,none
Western Kentucky,1999,none
Western Kentucky,2000,none
Western Kentucky,2001,none
Western Kentucky,2002,none
Western Kentucky,2003,none
Western Kentucky,2004,none
Western Kentucky,2005,none
Western Kentucky,2006,none
Western Kentucky,2007,independent
Western Kentucky,2008,sun-belt
Western Kentucky,2009,sun-belt
Western Kentucky,2010,sun-belt
Western Kentucky,2011,sun-belt
Western Kentucky,2012,sun-belt
Western Kentucky,2013,sun-belt
Western Kentucky,2014,cusa
Western Kentucky,2015,cusa
Western Michigan,1965,mac
Western Michigan,1966,mac
Western Michigan,1967,mac
Western Michigan,1968,mac
Western Michigan,1969,mac
Western Michigan,1970,mac
Western Michigan,1971,mac
Western Michigan,1972,mac
Western Michigan,1973,mac
Western Michigan,1974,mac
Western Michigan,1975,mac
Western Michigan,1976,mac
Western Michigan,1977,mac
Western Michigan,1978,mac
Western Michigan,1979,mac
Western Michigan,1980,mac
Western Michigan,1981,mac
Western Michigan,1982,mac
Western Michigan,1983,mac
Western Michigan,1984,mac
Western Michigan,1985,mac
Western Michigan,1986,mac
Western Michigan,1987,mac
Western Michigan,1988,mac
Western Michigan,1989,mac
Western Michigan,1990,mac
Western Michigan,1991,mac
Western Michigan,1992,mac
Western Michigan,1993,mac
Western Michigan,1994,mac
Western Michigan,1995,mac
Western Michigan,1996,mac
Western Michigan,1997,mac
Western Michigan,1998,mac
Western Michigan,1999,mac
Western Michigan,2000,mac
Western Michigan,2001,mac
Western Michigan,2002,mac
Western Michigan,2003,mac
Western Michigan,2004,mac
Western Michigan,2005,mac
Western Michigan,2006,mac
Western Michigan,2007,mac
Western Michigan,2008,mac
Western Michigan,2009,mac
Western Michigan,2010,mac
Western Michigan,2011,mac
Western Michigan,2012,mac
Western Michigan,2013,mac
Western Michigan,2014,mac
Western Michigan,2015,mac
Wichita State,1965,mvc
Wichita State,1966,mvc
Wichita State,1967,mvc
Wichita State,1968,mvc
Wichita State,1969,mvc
Wichita State,1970,mvc
Wichita State,1971,mvc
Wichita State,1972,mvc
Wichita State,1973,mvc
Wichita State,1974,mvc
Wichita State,1975,mvc
Wichita State,1976,mvc
Wichita State,1977,mvc
Wichita State,1978,mvc
Wichita State,1979,mvc
Wichita State,1980,mvc
Wichita State,1981,mvc
Wichita State,1982,mvc
Wichita State,1983,mvc
Wichita State,1984,mvc
Wichita State,1985,mvc
Wichita State,1986,independent
Wichita State,1987,none
Wichita State,1988,none
Wichita State,1989,none
Wichita State,1990,none
Wichita State,1991,none
Wichita State,1992,none
Wichita State,1993,none
Wichita State,1994,none
Wichita State,1995,none
Wichita State,1996,none
Wichita State,1997,none
Wichita State,1998,none
Wichita State,1999,none
Wichita State,2000,none
Wichita State,2001,none
Wichita State,2002,none
Wichita State,2003,none
Wichita State,2004,none
Wichita State,2005,none
Wichita State,2006,none
Wichita State,2007,none
Wichita State,2008,none
Wichita State,2009,none
Wichita State,2010,none
Wichita State,2011,none
Wichita State,2012,none
Wichita State,2013,none
Wichita State,2014,none
Wichita State,2015,none
William & Mary,1965,southern
William & Mary,1966,southern
William & Mary,1967,southern
William & Mary,1968,southern
William & Mary,1969,southern
William & Mary,1970,southern
William & Mary,1971,southern
William & Mary,1972,southern
William & Mary,1973,southern
William & Mary,1974,southern
William & Mary,1975,southern
William & Mary,1976,southern
William & Mary,1977,independent
William & Mary,1978,independent
William & Mary,1979,independent
William & Mary,1980,independent
William & Mary,1981,independent
William & Mary,1982,independent
William & Mary,1983,independent
William & Mary,1984,none
William & Mary,1985,none
William & Mary,1986,none
William & Mary,1987,none
William & Mary,1988,none
William & Mary,1989,none
William & Mary,1990,none
William & Mary,1991,none
William & Mary,1992,none
William & Mary,1993,none
William & Mary,1994,none
William & Mary,1995,none
William & Mary,1996,none
William & Mary,1997,none
William & Mary,1998,none
William & Mary,1999,none
William & Mary,2000,none
William & Mary,2001,none
William & Mary,2002,none
William & Mary,2003,none
William & Mary,2004,none
William & Mary,2005,none
William & Mary,2006,none
William & Mary,2007,none
William & Mary,2008,none
William & Mary,2009,none
William & Mary,2010,none
William & Mary,2011,none
William & Mary,2012,none
William & Mary,2013,none
William & Mary,2014,none
William & Mary,2015,none
Wisconsin,1965,big-ten
Wisconsin,1966,big-ten
Wisconsin,1967,big-ten
Wisconsin,1968,big-ten
Wisconsin,1969,big-ten
Wisconsin,1970,big-ten
Wisconsin,1971,big-ten
Wisconsin,1972,big-ten
Wisconsin,1973,big-ten
Wisconsin,1974,big-ten
Wisconsin,1975,big-ten
Wisconsin,1976,big-ten
Wisconsin,1977,big-ten
Wisconsin,1978,big-ten
Wisconsin,1979,big-ten
Wisconsin,1980,big-ten
Wisconsin,1981,big-ten
Wisconsin,1982,big-ten
Wisconsin,1983,big-ten
Wisconsin,1984,big-ten
Wisconsin,1985,big-ten
Wisconsin,1986,big-ten
Wisconsin,1987,big-ten
Wisconsin,1988,big-ten
Wisconsin,1989,big-ten
Wisconsin,1990,big-ten
Wisconsin,1991,big-ten
Wisconsin,1992,big-ten
Wisconsin,1993,big-ten
Wisconsin,1994,big-ten
Wisconsin,1995,big-ten
Wisconsin,1996,big-ten
Wisconsin,1997,big-ten
Wisconsin,1998,big-ten
Wisconsin,1999,big-ten
Wisconsin,2000,big-ten
Wisconsin,2001,big-ten
Wisconsin,2002,big-ten
Wisconsin,2003,big-ten
Wisconsin,2004,big-ten
Wisconsin,2005,big-ten
Wisconsin,2006,big-ten
Wisconsin,2007,big-ten
Wisconsin,2008,big-ten
Wisconsin,2009,big-ten
Wisconsin,2010,big-ten
Wisconsin,2011,big-ten
Wisconsin,2012,big-ten
Wisconsin,2013,big-ten
Wisconsin,2014,big-ten
Wisconsin,2015,big-ten
Wyoming,1965,wac
Wyoming,1966,wac
Wyoming,1967,wac
Wyoming,1968,wac
Wyoming,1969,wac
Wyoming,1970,wac
Wyoming,1971,wac
Wyoming,1972,wac
Wyoming,1973,wac
Wyoming,1974,wac
Wyoming,1975,wac
Wyoming,1976,wac
Wyoming,1977,wac
Wyoming,1978,wac
Wyoming,1979,wac
Wyoming,1980,wac
Wyoming,1981,wac
Wyoming,1982,wac
Wyoming,1983,wac
Wyoming,1984,wac
Wyoming,1985,wac
Wyoming,1986,wac
Wyoming,1987,wac
Wyoming,1988,wac
Wyoming,1989,wac
Wyoming,1990,wac
Wyoming,1991,wac
Wyoming,1992,wac
Wyoming,1993,wac
Wyoming,1994,wac
Wyoming,1995,wac
Wyoming,1996,wac
Wyoming,1997,wac
Wyoming,1998,wac
Wyoming,1999,mwc
Wyoming,2000,mwc
Wyoming,2001,mwc
Wyoming,2002,mwc
Wyoming,2003,mwc
Wyoming,2004,mwc
Wyoming,2005,mwc
Wyoming,2006,mwc
Wyoming,2007,mwc
Wyoming,2008,mwc
Wyoming,2009,mwc
Wyoming,2010,mwc
Wyoming,2011,mwc
Wyoming,2012,mwc
Wyoming,2013,mwc
Wyoming,2014,mwc
Wyoming,2015,mwc
Yale,1965,ivy
Yale,1966,ivy
Yale,1967,ivy
Yale,1968,ivy
Yale,1969,ivy
Yale,1970,ivy
Yale,1971,ivy
Yale,1972,ivy
Yale,1973,ivy
Yale,1974,ivy
Yale,1975,ivy
Yale,1976,ivy
Yale,1977,ivy
Yale,1978,ivy
Yale,1979,ivy
Yale,1980,ivy
Yale,1981,ivy
Yale,1982,none
Yale,1983,none
Yale,1984,none
Yale,1985,none
Yale,1986,none
Yale,1987,none
Yale,1988,none
Yale,1989,none
Yale,1990,none
Yale,1991,none
Yale,1992,none
Yale,1993,none
Yale,1994,none
Yale,1995,none
Yale,1996,none
Yale,1997,none
Yale,1998,none
Yale,1999,none
Yale,2000,none
Yale,2001,none
Yale,2002,none
Yale,2003,none
Yale,2004,none
Yale,2005,none
Yale,2006,none
Yale,2007,none
Yale,2008,none
Yale,2009,none
Yale,2010,none
Yale,2011,none
Yale,2012,none
Yale,2013,none
Yale,2014,none
Yale,2015,none
Georgia Southern,1965,none
Georgia Southern,1966,none
Georgia Southern,1967,none
Georgia Southern,1968,none
Georgia Southern,1969,none
Georgia Southern,1970,none
Georgia Southern,1971,none
Georgia Southern,1972,none
Georgia Southern,1973,none
Georgia Southern,1974,none
Georgia Southern,1975,none
Georgia Southern,1976,none
Georgia Southern,1977,none
Georgia Southern,1978,none
Georgia Southern,1979,none
Georgia Southern,1980,none
Georgia Southern,1981,none
Georgia Southern,1982,none
Georgia Southern,1983,none
Georgia Southern,1984,none
Georgia Southern,1985,none
Georgia Southern,1986,none
Georgia Southern,1987,none
Georgia Southern,1988,none
Georgia Southern,1989,none
Georgia Southern,1990,none
Georgia Southern,1991,none
Georgia Southern,1992,none
Georgia Southern,1993,none
Georgia Southern,1994,none
Georgia Southern,1995,none
Georgia Southern,1996,none
Georgia Southern,1997,none
Georgia Southern,1998,none
Georgia Southern,1999,none
Georgia Southern,2000,none
Georgia Southern,2001,none
Georgia Southern,2002,none
Georgia Southern,2003,none
Georgia Southern,2004,none
Georgia Southern,2005,none
Georgia Southern,2006,none
Georgia Southern,2007,none
Georgia Southern,2008,none
Georgia Southern,2009,none
Georgia Southern,2010,none
Georgia Southern,2011,none
Georgia Southern,2012,none
Georgia Southern,2013,none
Georgia Southern,2014,sun-belt
Georgia Southern,2015,sun-belt
Charlotte,1965,none
Charlotte,1966,none
Charlotte,1967,none
Charlotte,1968,none
Charlotte,1969,none
Charlotte,1970,none
Charlotte,1971,none
Charlotte,1972,none
Charlotte,1973,none
Charlotte,1974,none
Charlotte,1975,none
Charlotte,1976,none
Charlotte,1977,none
Charlotte,1978,none
Charlotte,1979,none
Charlotte,1980,none
Charlotte,1981,none
Charlotte,1982,none
